_id,usernameTweet,ID,text,url,nbr_retweet,nbr_favorite,nbr_reply,datetime,is_reply,is_retweet,user_id
3267,__SERIOUSLY___,1.28E+18,"I know 2, my oldest son & his girlfriend & neither one are sick or were sick. The minute I saw a F/B post & she was wearing a mask BOOM both  tested   positive  within several days....Just Sayin",https://twitter.com/__SERIOUSLY___/status/1277265562414968835,0,1,0,6/28/2020 10:40,TRUE,FALSE,7.48E+17
2910,__temporarysusp,1.28E+18,"I got  tested  2 weeks ago and found out I'm a non reactive person. But then I asked him to get  tested  too, and found out he's  positive  with hiv. I love him, I really do and I don't wanna leave him. I want to stay with him at his worst and his happiest time.",https://twitter.com/__temporarysusp/status/1277308286388166656,0,0,1,6/28/2020 13:30,FALSE,FALSE,9.46E+17
1781,__UHLISSUH,1.28E+18,"Okay heres my Covid update: so yes  i   tested   positive  on the 17th no taste, no smell, & severe migraines. As of 3 days ago i got my sense of smell back, & 2 days ago I got my sense of taste back right. Well today literally just now, i have lost my sense of taste again.",https://twitter.com/__UHLISSUH/status/1277465979816226816,1,12,1,6/28/2020 23:56,FALSE,FALSE,3301757526
4640,__xols,1.28E+18,Anyone who’s had those people from the dept of health come to “inspect” their home after a family member  tested   positive ?  I  just want to know what do they do when they get to your home?,https://twitter.com/__xols/status/1276998024846364672,1,0,0,6/27/2020 16:57,FALSE,FALSE,987563894
2738,_1SFGH,1.28E+18,Damn  I   tested   positive  for a1 dick.,https://twitter.com/_1SFGH/status/1277328094274170880,0,0,0,6/28/2020 14:48,FALSE,FALSE,3421260165
96,_Airrheadd,1.28E+18,I know somebody that just  tested   positive  for the coronavirus and they was at callahans last night   be cafeful y’all,https://twitter.com/_Airrheadd/status/1277740608589828096,0,1,0,6/29/2020 18:07,FALSE,FALSE,3388071699
138,_amandaaa08_,1.28E+18,Someone at my work  tested   positive  for covid and I’m honestly so full of anxiety to go back tomorrow ,https://twitter.com/_amandaaa08_/status/1277735875703537664,0,2,2,6/29/2020 17:49,FALSE,FALSE,1940148841
3135,_Annastesia,1.28E+18,"My sister and I are servers at the same restaurant. My sister recently  tested   positive  for Covid and not only is the restaurant still open, management didn’t even notify other employees that someone  tested   positive  in fear that everyone may call out of work",https://twitter.com/_Annastesia/status/1277280509551431680,0,0,0,6/28/2020 11:39,TRUE,FALSE,172116107
1026,_Aundreaaa,1.28E+18,Bro I know for a fact two people  tested   positive  for COVID and they still won’t tell us. Smh,https://twitter.com/_Aundreaaa/status/1277637968681996288,0,0,0,6/29/2020 11:20,FALSE,FALSE,213152198
725,_aus4awesome,1.28E+18,(4) i just found out another one of my close friends got  tested   positive  for COVID-19.... this virus ain’t playing games y’all. it’s really out here. i don’t get how ppl really still being horny mfs and hooking up cuz i ain’t doing that anytime soon,https://twitter.com/_aus4awesome/status/1277670993679364097,0,0,1,6/29/2020 13:31,FALSE,FALSE,1.25E+18
2029,_baileemorgann,1.28E+18,never did i discredit the virus. never. we got people mad over a BOOMERANG that was notifying people of their  positive  results.  i   tested   positive  for covid-19. my sincere condolences go out to the people who have lost their lives from this virus-,https://twitter.com/_baileemorgann/status/1277426297497665538,0,0,1,6/28/2020 21:18,TRUE,FALSE,1555983974
4931,_belindanicole,1.28E+18,my cousins covid-19 test came back negative but we all have to get  tested  since someone who was  tested   positive  has been around me and the all kids. i get  tested  monday.,https://twitter.com/_belindanicole/status/1276964374465466368,0,9,2,6/27/2020 14:43,FALSE,FALSE,2613060105
4023,_bexology,1.28E+18,Did I tell y’all about the time my company found out someone in our office  tested   positive  for COVID and their solution was to tell us to stay home for a day while they sanitized the office with cleaner?  https:// twitter.com/AstroKatie/sta tus/1276919877803151365   …,https://twitter.com/_bexology/status/1277088374839533569,2,4,1,6/27/2020 22:56,FALSE,FALSE,17666303
1208,_callmeSWEETS,1.28E+18,"My daycare lady was  tested   positive  for COVID , so now I gotta spend my week looking for another daycare ",https://twitter.com/_callmeSWEETS/status/1277615946631393282,0,2,0,6/29/2020 9:52,FALSE,FALSE,567735962
1486,_cassybby,1.28E+18,"Someone I know  tested   positive  for COVID-19 today. This is no joke. Wear your masks and be smart, please ",https://twitter.com/_cassybby/status/1277551703097610245,0,1,0,6/29/2020 5:37,FALSE,FALSE,1.04E+18
4221,_chaelypso,1.28E+18,Super frustrated to have  tested   positive  for group b strep. Now I have MORE reason to worry about Sedona after she's born and to drive myself crazy wondering if she's having trouble breathing while I'm asleep or a million other things. I am so upset.,https://twitter.com/_chaelypso/status/1277056426859356160,0,3,2,6/27/2020 20:49,FALSE,FALSE,2302645963
207,_cosmogyral_,1.28E+18,oh um so I might get covid bc my brother was at daycare and 2 people  tested   positive  for it so im fucking terrified omg,https://twitter.com/_cosmogyral_/status/1277727065278726146,0,1,0,6/29/2020 17:14,FALSE,FALSE,1.10E+18
1916,_crazyambition_,1.28E+18,"For the record, yes I’m Covid  positive  but 6 ppl I’ve been in DIRECT contact with have all  tested  negative.",https://twitter.com/_crazyambition_/status/1277443173174915073,0,0,1,6/28/2020 22:26,FALSE,FALSE,363149133
3092,_EDoubleD,1.28E+18,"This isn’t a joke. I just  tested   POSITIVE  for the virus showing only one symptom. Take this VERY seriously. Be an adult and be responsible. If you can, get  tested ! It’s better to know, so you can act accordingly. Please stay safe    https:// twitter.com/_EDoubleD/stat us/1277077718107127808   …",https://twitter.com/_EDoubleD/status/1277284918641463301,0,31,1,6/28/2020 11:57,FALSE,FALSE,993828992
4202,_emiliemarie,1.28E+18,"I   tested   positive  for the covid, don’t know how the hell I got it with me wearing a mask sanitizing and everything fine. But this is how it feels. Symptoms are mostly gone by now it’s been a week and 3 days  https:// twitter.com/girlfrinn/stat us/1276584933201412097   …",https://twitter.com/_emiliemarie/status/1277060084267249664,0,4,3,6/27/2020 21:03,FALSE,FALSE,3177892711
4406,_emilydonkers,1.28E+18,I’m encouraging my coworkers to get  tested  because ik they’ve been around people in the past week who’ve  tested   positive . but as far as I know no one I work w has been  tested .  I ’m getting  tested  tomorrow and not going back till I get results,https://twitter.com/_emilydonkers/status/1277029838289727491,0,0,0,6/27/2020 19:03,TRUE,FALSE,968445998
4433,_emilydonkers,1.28E+18,my work was talking about getting rid of them soon. but several people I know  tested   positive  for covid today so I’m like?? this doesn’t make sense ??? haha,https://twitter.com/_emilydonkers/status/1277025886768779264,0,1,0,6/27/2020 18:47,TRUE,FALSE,968445998
3887,_Espinal15,1.28E+18,Like I'm going to get  tested  if I'm  positive  for Covid 19 I'm quarantined for 14 days then what ? There's no cure for it so what ever I do after my 14 day quarantine the virus is still alive in my body. & because if it's a virus I can easily spread it around.,https://twitter.com/_Espinal15/status/1277116469533425669,0,0,1,6/28/2020 0:47,FALSE,FALSE,203761759
1591,_eveliajim_,1.28E+18,It’s all hitting me rn. This pandemic is all too real. One of my family members  tested   positive .  I ’m very worried. I don’t want any of them to suffer. I’m so tired of everything going on. Can we please just help one another. Can we please keep eachother safe?,https://twitter.com/_eveliajim_/status/1277518026858872833,0,1,0,6/29/2020 3:23,FALSE,FALSE,9.33E+17
2654,_fefelippe,1.28E+18,"I watched their news video yesterday and said you & Nattie were ""sent home with a fever but neither has  tested   positive  for the disease"". This is the video  https:// youtu.be/0mU6eXPmKAw?t= 351   …",https://twitter.com/_fefelippe/status/1277338062566154241,1,20,3,6/28/2020 15:28,TRUE,FALSE,24140043
1375,_flaquita96,1.28E+18,Of course if  I   tested   positive  for it I’d stay my ass home till  I   tested  negative again. I’m not gonna be selfish.,https://twitter.com/_flaquita96/status/1277584021770383361,0,2,0,6/29/2020 7:45,FALSE,FALSE,626029250
1147,_forsetti,1.28E+18,"I think there could be some  positive  news... I play  tested  Tales of the Abyss yesterday on the PS2 emulator for about one hour (or slightly more) and it surprisingly worked, except for a few random framerate drops... hopefully I'd be able to play it and other Tales for the PS2",https://twitter.com/_forsetti/status/1277624354801664000,0,0,1,6/29/2020 10:25,FALSE,FALSE,2299637077
702,_frizzc,1.28E+18,It’s really people who  tested   positive  for COVID who are out in public. I just don’t get it. Not everybody handles the virus well. Y’all be safe and stay tf home.,https://twitter.com/_frizzc/status/1277673251947401216,1,1,0,6/29/2020 13:40,FALSE,FALSE,2601786379
1177,_IamKino,1.28E+18,"Yeah  I   tested   positive  and let me tell you yeah bro you can wait, staying home from work not worth it",https://twitter.com/_IamKino/status/1277619958227312641,0,2,1,6/29/2020 10:08,TRUE,FALSE,2565779779
4975,_iiReal,1.28E+18,I am not sure he has used PEDs... athleticism and his historic weight hoping makes people question him. But A. he has never  tested   positive . And B. Some people are just freaks of nature.,https://twitter.com/_iiReal/status/1276958575160631301,0,1,0,6/27/2020 14:20,TRUE,FALSE,81852451
5033,_iiReal,1.28E+18,"I always thought Arum was in the wrong when he signed this proven cheater. Top Rank sent the wrong message across, as Miller had  tested   positive  for literally every known PED to man. Cheaters keep cheating, they just get smarter at hiding it, except for Miller of course.  https:// twitter.com/MonteroOnBoxin g/status/1276934018257293312   …",https://twitter.com/_iiReal/status/1276952010433200128,0,1,0,6/27/2020 13:54,FALSE,FALSE,81852451
4321,_jackdasilva,1.28E+18,and not only did i test  positive  for the nasal swab but i also  tested   positive  for the antibodies which mean’s i’ve had covid-19 TWICE.,https://twitter.com/_jackdasilva/status/1277041510068957184,1,4,2,6/27/2020 19:49,FALSE,FALSE,270674557
4322,_jackdasilva,1.28E+18,Wasn’t sure if i’d post this but I decided to —  i   tested   positive  for Covid-19 yesterday. lil thread:,https://twitter.com/_jackdasilva/status/1277041269735333888,0,14,1,6/27/2020 19:48,FALSE,FALSE,270674557
3330,_javierglo,1.28E+18,Damn  I   tested   positive  for being the realist,https://twitter.com/_javierglo/status/1277256205459763201,0,0,1,6/28/2020 10:03,FALSE,FALSE,7.23E+17
3881,_jgypsy,1.28E+18,"so the person who apartment im at until my apartment is ready found out she  tested   positive  for COVID-19, i went and  tested  the same day she got her results. my results came back negative and i was relieved but she’s being so careless around me",https://twitter.com/_jgypsy/status/1277118047040548867,0,0,1,6/28/2020 0:54,FALSE,FALSE,126130120
2234,_juanito_cholo,1.28E+18,Update:  I   tested   positive  for   being LoyaL asf,https://twitter.com/_juanito_cholo/status/1277396975554527233,1,4,0,6/28/2020 19:22,FALSE,FALSE,1256112481
1093,_judepalermo,1.28E+18,i   tested   positive  for corona like a month ago & that shit was light ,https://twitter.com/_judepalermo/status/1277630259463106565,0,0,0,6/29/2020 10:49,FALSE,FALSE,3000042475
4948,_justjordyy,1.28E+18,"Today my mom and I tried to go get my nieces  tested  (ages 6 & 8) bc their mom  tested   positive  and many places said they aren’t testing children.

Most places aren’t concerned with testing kids bc they “recover quickly” but they can still spread the virus so I’m confused...",https://twitter.com/_justjordyy/status/1276962660890927105,1,9,0,6/27/2020 14:36,FALSE,FALSE,69431554
3005,_kbye1,1.28E+18,"@ cvspharmacy  I work for this company & one of our employees  tested   positive  for COVID. Someone came in, watched 6 hrs of footage, said we “aren’t at risk”, then closed the case. We never shut down just to do a cleaning, no one else has yet to be  tested .",https://twitter.com/_kbye1/status/1277294031467413505,0,0,0,6/28/2020 12:33,FALSE,FALSE,2901328330
2748,_Kgomotso_M,1.28E+18,He  tested   positive  but he’s saying I must come and cuddle ,https://twitter.com/_Kgomotso_M/status/1277326711907106818,1,1,2,6/28/2020 14:43,FALSE,FALSE,7.41E+17
3174,_KillaM1,1.28E+18,Sooo I linked up wit this girl last Monday night.  Thursday I found out she  tested   positive  for COVID-19 ,https://twitter.com/_KillaM1/status/1277276250059358208,0,0,2,6/28/2020 11:22,FALSE,FALSE,1.23E+18
500,_KingColeWorld,1.28E+18,I heard Nikola Jokic  tested   positive  for Covid-19 so idk if that automatically disqualifies him from playing... I hope not.,https://twitter.com/_KingColeWorld/status/1277693532103487488,0,0,0,6/29/2020 15:00,FALSE,FALSE,36427136
299,_KingGhidorah,1.28E+18,"Lol like 10 people at my company have now  tested   positive  that I know of, and someone at my property has called out sick for the next week  pic.twitter.com/6XtjVTzBSx",https://twitter.com/_KingGhidorah/status/1277716644559757313,0,2,1,6/29/2020 16:32,FALSE,FALSE,9.69E+17
447,_kirenia_,1.28E+18,Kinda sad my mom  tested   positive  for covid I was hoping to see her this sat,https://twitter.com/_kirenia_/status/1277699431383437312,0,1,0,6/29/2020 15:24,FALSE,FALSE,3943838952
2131,_KittyCOUTURE,1.28E+18,Y’all my baby has  tested   POSITIVE !!!  I ’m so sorry Sir I love you!!! And his 1st birthday is July 6th!,https://twitter.com/_KittyCOUTURE/status/1277412413990670336,0,0,0,6/28/2020 20:23,FALSE,FALSE,8.88E+17
2960,_knifetrick,1.28E+18,Work getting that contact tracing phone call bc someone during the party last Saturday  tested   positive . Cool. Cooool. I’m so. :^) Everything’s Fine.,https://twitter.com/_knifetrick/status/1277300839288320002,0,0,1,6/28/2020 13:00,FALSE,FALSE,501531247
1345,_Krissyyy16,1.28E+18,I   Tested   Positive  4 This Shit Mane ,https://twitter.com/_Krissyyy16/status/1277589636848680964,0,0,0,6/29/2020 8:08,FALSE,FALSE,3644245332
4129,_lilale__,1.28E+18,"Hi guys,  I   tested  negative thank God. We are still waiting in 2 more results. We got 1  positive , 1 negative. Also I just wanted to show you guys how real this is for San Antonio. Everyone in SA recieved a message, amber alert style and never in all my life have that ever happened  https:// twitter.com/_lilale__/stat us/1276443286660689927   … pic.twitter.com/e57KoT2tfJ",https://twitter.com/_lilale__/status/1277071799528849409,0,3,1,6/27/2020 21:50,FALSE,FALSE,746658666
953,_luisamez,1.28E+18,Everyone pray for my ex. She  tested   positive  for being the most toxic bitch I’ve ever been with ,https://twitter.com/_luisamez/status/1277644523154399233,0,1,0,6/29/2020 11:46,FALSE,FALSE,2752525156
819,_madgalkris,1.28E+18,"I got dressed and went and got  tested  for COVID-19. Within a hour, I got my results back and it was  positive  for this past week I been quarantining and I wanted to share my whole experience with you guys to help the next person. The first beginning symptoms that go unnoticed",https://twitter.com/_madgalkris/status/1277660808487600131,0,23,1,6/29/2020 12:50,FALSE,FALSE,101171902
4824,_mae_b_,1.28E+18,But I got a homegirl who  tested   positive  but everyone In Her house was negative. So I think hers is faulty,https://twitter.com/_mae_b_/status/1276976071741599744,0,0,1,6/27/2020 15:29,TRUE,FALSE,196389299
4827,_mae_b_,1.28E+18,Nah. First two times was because work wanted us to. Third time is for my reassurance because I was around someone who had  tested   positive .,https://twitter.com/_mae_b_/status/1276975881177591809,0,0,1,6/27/2020 15:29,TRUE,FALSE,196389299
4811,_MichaelManley,1.28E+18,"""I'm just so frustrated,"" said one mother, whose 19-year-old daughter has  tested   positive  after attending a bonfire in Grosse Pointe…""We stayed home as ordered and then let our guard down — and now this.""

Just because your over the pandemic doesn’t mean the pandemic is over.  https:// twitter.com/bencschmitt/st atus/1276914919213010945   …",https://twitter.com/_MichaelManley/status/1276976548625686535,0,1,0,6/27/2020 15:31,FALSE,FALSE,505907018
525,_michalaaaa,1.28E+18,im so sad bc i want to go outta town and do fun stuff   but y’all really out here getting  tested   positive  ,https://twitter.com/_michalaaaa/status/1277690661400203272,1,0,0,6/29/2020 14:49,FALSE,FALSE,8.35E+17
4951,_missxoxo,1.28E+18,"I second this, a family friend  tested   positive  and didn't have a fever either",https://twitter.com/_missxoxo/status/1276962504040742914,0,1,1,6/27/2020 14:36,TRUE,FALSE,24736864
1387,_mitchell1,1.28E+18,"Not one, I don’t anyone that  tested   positive  either",https://twitter.com/_mitchell1/status/1277581721836441607,0,0,0,6/29/2020 7:36,TRUE,FALSE,360580867
2284,_mitchrobson,1.28E+18,"I'm sure their previous  positive  tests from last week will be travelling after their mandatory isolation, and players will be  tested  upon travelling to mitigate any potential spread.

These dudes need their paycheques I don't think they'll be messing around",https://twitter.com/_mitchrobson/status/1277388945215508480,0,1,0,6/28/2020 18:50,TRUE,FALSE,199411788
3393,_myBEAUTYspeakx,1.28E+18,"You go to the club , catch the virus , then post on social media saying you  tested   positive  & that it’s real ...  duhh dumb ass i guess you had to get it first for you to see it was real ",https://twitter.com/_myBEAUTYspeakx/status/1277247304685281282,0,1,0,6/28/2020 9:27,FALSE,FALSE,156055808
3184,_novembuuuh12,1.28E+18,damn Tokyo Jetz  tested   positive  for Covid 19. Not saying that I'm happy she got it because that shit killing people.. but that's exactly why I believe in karma. God truly don't like ugly & will humble people real quick.,https://twitter.com/_novembuuuh12/status/1277274864374685696,0,0,0,6/28/2020 11:17,FALSE,FALSE,2208212196
3866,_odd5,1.28E+18,I can't agree more with you post as some who also has  tested   positive  for covid19. Please everyone wear a mask and practice sanitizer things you touch and use. ,https://twitter.com/_odd5/status/1277121566430486528,0,0,0,6/28/2020 1:08,TRUE,FALSE,532161933
2745,_OGslim,1.28E+18,But I need everyone to take this Covid-19 situation seriously. My feelings are so hurt that someone close to me has  tested   positive  for it,https://twitter.com/_OGslim/status/1277327320534188034,0,0,0,6/28/2020 14:45,FALSE,FALSE,164433868
3895,_OhGeee,1.28E+18,My little sister  tested   positive    and I believe she got it coming from Houston!,https://twitter.com/_OhGeee/status/1277113455313551360,0,0,0,6/28/2020 0:35,FALSE,FALSE,55094661
1386,_Phil_Nye_,1.28E+18,"Last week I ordered curbside pickup from a local restaurant and they were like “oh we’re actually not doing curbside anymore but I can get someone to take it out for you” and I was like “am I overdoing this?” 

On Friday, they closed down cuz 2 employees  tested   positive  #Florida https:// twitter.com/Chase_HunterB/ status/1277336649706336257   …",https://twitter.com/_Phil_Nye_/status/1277582078616485897,1,12,1,6/29/2020 7:37,FALSE,FALSE,367753805
2259,_prettydiorrr,1.28E+18,damn  I   tested   positive  for A1 pussy. yall pray for me please ,https://twitter.com/_prettydiorrr/status/1277393837791608832,1,2,0,6/28/2020 19:09,FALSE,FALSE,2327302317
1542,_RickyTyree,1.28E+18,Some people have  tested   positive  without high temperatures.  I will need actual tests,https://twitter.com/_RickyTyree/status/1277534549099061255,0,0,1,6/29/2020 4:29,TRUE,FALSE,62899657
2301,_ROBINthicke,1.28E+18,"since ppl are apparently so intrigued by my health & feel the need to share MY business, let me help you out! yes  I   tested   positive  for covid. I didn’t have any serious symptoms thank God, so I ain’t feel the need to share publicly besides to those who I was around & my family",https://twitter.com/_ROBINthicke/status/1277386537928462338,0,9,5,6/28/2020 18:40,FALSE,FALSE,165182811
3554,_ronigga,1.28E+18,"I was  tested   positive  but I was sick like most ppl. Thank goodness , God knew how much I would’ve been SUPER depressed not having my son for more than 2 weeks    https:// twitter.com/hemilydc/statu s/1277120625924964352   …",https://twitter.com/_ronigga/status/1277219220326166528,0,2,1,6/28/2020 7:36,FALSE,FALSE,1.08E+18
3829,_softmadchild_,1.28E+18,I heard Tempo Cantina in Downey has 3 employees who  tested   positive  for covid,https://twitter.com/_softmadchild_/status/1277131446369452032,1,0,2,6/28/2020 1:47,FALSE,FALSE,899121828
5048,_SunnyShade,1.28E+18,"Not sure, my son and I both  tested   positive  and a couple more people did today. We both feel like it is typical Oklahoma allergies. I wonder if everyone is getting a  positive  so they can try to blame Trumps rally.",https://twitter.com/_SunnyShade/status/1276950209805901829,1,1,0,6/27/2020 13:47,TRUE,FALSE,1.18E+18
513,_superstunni,1.28E+18,"my aunt has  tested   positive  for covid. i really don't know what else to say to get it thru to the ignorants.
no one takes it seriously until they or someone they know get it. stop thinking u're immune bc u're healthy. stay home if u got breathing problems w/ or w/out mask. PLEASE",https://twitter.com/_superstunni/status/1277692194988724234,0,0,0,6/29/2020 14:55,FALSE,FALSE,1.15E+18
3332,_Tae_sav,1.28E+18,"No seriously, someone at my girl job  tested   positive  & instead of shutting the establishment down for 2 weeks to sanitize they asked if niggas still wanted to stay in to work.... bro fake Mexican ain’t that good for people to be risking their lives but it is what it is I guess   https:// twitter.com/romanmaira__/s tatus/1276635042589048833   …",https://twitter.com/_Tae_sav/status/1277255940924944384,0,0,0,6/28/2020 10:02,FALSE,FALSE,246098522
524,_tetsutachibana,1.28E+18,i was apparently in close contact with someone who  tested   positive  for covid-19 but i can't get  tested  until tomorrow.,https://twitter.com/_tetsutachibana/status/1277690676948414469,0,0,0,6/29/2020 14:49,FALSE,FALSE,1.07E+18
3371,_thatMDgirl,1.28E+18,"My lips when people say rudely say “no, no, no,” before I can ask questions about corona & if they’ve been associated around anyone whose  tested   positive   pic.twitter.com/b2hV9nh5cW",https://twitter.com/_thatMDgirl/status/1277250445690523655,0,1,0,6/28/2020 9:40,TRUE,FALSE,1345195777
2485,_valentinaaaaa,1.28E+18,"I’d like there to be an app where Everytime someone leaves their home to do some unnecessary shit like we aren’t in the middle of a pandemic, gets videos and pictures and testimonials of people who have  tested   positive  for covid so they think twice about going out ",https://twitter.com/_valentinaaaaa/status/1277357623701131264,0,1,0,6/28/2020 16:46,FALSE,FALSE,454557726
228,_vOlcAnA_,1.28E+18,Alright so I’m seeing a lot of big brand restaurants and food places not taking this shit seriously and keeping from the public that servers and employees are being  tested   positive  for COVID-19 (1/),https://twitter.com/_vOlcAnA_/status/1277724308811345920,5,6,1,6/29/2020 17:03,FALSE,FALSE,1136186492
1991,_wassupredbone_,1.28E+18,I keep reading online people have recovered from covid and  tested   positive  again... when I tell you I AM NOT GOING ANYWHERE for a long long time,https://twitter.com/_wassupredbone_/status/1277432668515426305,0,2,1,6/28/2020 21:44,FALSE,FALSE,2411217403
2063,_wassupredbone_,1.28E+18,"I just  tested   positive  for Covid-19, I literally have 0 symptoms. Y’all please take these precautions seriously.",https://twitter.com/_wassupredbone_/status/1277421632420745217,5,23,10,6/28/2020 21:00,FALSE,FALSE,2411217403
2051,_xoxerika,1.28E+18,i   tested   positive  for being a fkn brat.,https://twitter.com/_xoxerika/status/1277423480913313792,1,3,0,6/28/2020 21:07,FALSE,FALSE,2951539429
2081,_XoxoSelfMade,1.28E+18,I   tested   positive  for comeoverimhorny virus,https://twitter.com/_XoxoSelfMade/status/1277419741817307147,1,2,1,6/28/2020 20:52,FALSE,FALSE,128692417
4390,0066th,1.28E+18,got two of my fingers smashed in a door causing them to bleed then found out my sister  tested   positive  for covid so now I have to get  tested  and will miss work and not get paid and the payment deadline for my second summer class' tuition is due next week ,https://twitter.com/0066th/status/1277031721477853186,0,0,0,6/27/2020 19:11,FALSE,FALSE,709640768
2876,007brax,1.28E+18,i   tested   positive  .... for A1 peen.,https://twitter.com/007brax/status/1277312485335408661,0,0,0,6/28/2020 13:46,FALSE,FALSE,1447186153
4594,01ProudAmerican,1.28E+18,"Sulie..honey..it was the riots, I mean protests, that caused a spike IF there is a spike. You should also know that more people are being  tested  so there will be more  positive  tests. Also, Motor oil, a goat, & 3 fruits labeled with human names “ tested   positive ” in Tanzania",https://twitter.com/01ProudAmerican/status/1277002725637550080,0,1,2,6/27/2020 17:15,TRUE,FALSE,7.08E+17
4370,07wzrd,1.28E+18,so i went to get  tested  because my sister  tested   positive  a few weeks ago and now i’m happy to say that she just  tested  negative    https:// twitter.com/07wzrd/status/ 1275448234102546434   …,https://twitter.com/07wzrd/status/1277034418394275842,0,5,0,6/27/2020 19:21,FALSE,FALSE,3260577348
3001,1017_Torres,1.28E+18,I just  tested   positive ...,https://twitter.com/1017_Torres/status/1277294558641106946,0,0,1,6/28/2020 12:35,FALSE,FALSE,1724010235
2377,1090bizzle,1.28E+18,Damn  I   tested   positive  for bein a real nigga,https://twitter.com/1090bizzle/status/1277372558854230016,0,0,0,6/28/2020 17:45,FALSE,FALSE,1.18E+18
608,1110Liz1000,1.28E+18,"At the bottom. If you  tested   positive  it appears you now also need to stay in at least 7 days from when symptoms started, and household members need to stay in for 14 days. I think the up to 14 day incubation period is the only thing every government agrees on tbh.  pic.twitter.com/f7t2PjldaE",https://twitter.com/1110Liz1000/status/1277683069177266182,0,1,0,6/29/2020 14:19,TRUE,FALSE,551348829
3265,12thManinEdmond,1.28E+18,I would rather go into the football season with all my players having already  tested   positive  than having zero players test  positive . Teams that have huge numbers now will have a huge advantage over those that act like they are controlling this thing. It’s an act.,https://twitter.com/12thManinEdmond/status/1277266163366592514,0,0,1,6/28/2020 10:42,TRUE,FALSE,3795748874
926,13Fox4Lyfe,1.28E+18,"Nope I only know people who  tested   positive , were in the high risk category and were stuck at home for 2 weeks with no issues",https://twitter.com/13Fox4Lyfe/status/1277647196750589958,0,0,0,6/29/2020 11:56,TRUE,FALSE,2461641654
1485,16crickets,1.28E+18,"I know one person  tested   positive  but never got sick, and my son got  tested  after a fever n sore throat. That test took place five days ago, he has not been told yet. The political virus is overinflated.",https://twitter.com/16crickets/status/1277551760647864321,0,0,0,6/29/2020 5:37,TRUE,FALSE,8.38E+17
4245,1963Carebear,1.28E+18,"I don't know, but a whole lot of ppl  tested   positive  & the hospitals filled up, BAD ENOUGH!!!",https://twitter.com/1963Carebear/status/1277053224139120641,0,0,0,6/27/2020 20:36,TRUE,FALSE,450708308
